"o.sites","counted","marked","yearname","year","pres.j1","pres.j2","pres.j3","count.j1","count.j2","count.j3","observer.j1","observer.j2","observer.j3","time.j1","time.j2","time.j3"
27,"no","no","yr2012",2012,1,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
28,"no","no","yr2012",2012,1,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
29,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
30,"yes","no","yr2012",2012,0,0,1,3,4,5,"tech.3","tech.3","tech.3",280,145,350
31,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
32,"no","no","yr2012",2012,0,0,1,NA,NA,NA,"tech.3","tech.3","tech.1",NA,NA,NA
33,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.2",NA,NA,NA
34,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
35,"yes","no","yr2012",2012,0,0,0,6,4,7,"tech.2","tech.2","tech.3",95,320,270
36,"no","no","yr2012",2012,1,0,0,NA,NA,NA,"tech.1","tech.3","tech.4",NA,NA,NA
37,"yes","no","yr2012",2012,0,0,0,4,4,2,"tech.2","tech.1","tech.2",90,230,45
38,"yes","no","yr2012",2012,0,0,0,2,4,4,"tech.1","tech.4","tech.1",40,240,295
39,"yes","yes","yr2012",2012,0,0,0,5,3,6,"tech.1","tech.2","tech.1",245,290,205
40,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.1",NA,NA,NA
41,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
42,"no","no","yr2012",2012,1,1,1,NA,NA,NA,"tech.3","tech.1","tech.2",NA,NA,NA
43,"no","no","yr2012",2012,1,0,1,NA,NA,NA,"tech.2","tech.1","tech.2",NA,NA,NA
44,"yes","no","yr2012",2012,0,0,0,5,5,5,"tech.3","tech.4","tech.4",200,275,95
45,"yes","no","yr2012",2012,0,1,1,6,3,6,"tech.3","tech.2","tech.1",215,330,130
46,"yes","yes","yr2012",2012,1,0,0,6,5,3,"tech.1","tech.3","tech.3",105,15,345
47,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.4",NA,NA,NA
48,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.4",NA,NA,NA
49,"yes","no","yr2012",2012,1,0,0,13,9,8,"tech.1","tech.2","tech.4",75,40,195
50,"yes","no","yr2012",2012,0,0,0,8,7,2,"tech.3","tech.2","tech.3",185,180,70
51,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.3",NA,NA,NA
52,"yes","no","yr2012",2012,0,0,0,3,2,2,"tech.3","tech.4","tech.2",260,80,270
53,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
54,"no","no","yr2012",2012,1,1,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
55,"yes","no","yr2012",2012,0,0,0,4,4,4,"tech.1","tech.1","tech.2",60,145,175
56,"yes","no","yr2012",2012,0,0,0,3,1,4,"tech.4","tech.1","tech.2",320,10,280
57,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.4",NA,NA,NA
58,"yes","yes","yr2012",2012,0,0,0,6,9,9,"tech.2","tech.2","tech.4",195,70,145
59,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.2",NA,NA,NA
60,"yes","no","yr2012",2012,1,0,0,4,5,5,"tech.1","tech.4","tech.4",15,295,290
61,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
62,"yes","yes","yr2012",2012,0,0,0,8,10,4,"tech.3","tech.3","tech.3",165,130,260
63,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
64,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
65,"yes","no","yr2012",2012,0,0,0,4,7,8,"tech.4","tech.2","tech.3",240,115,275
66,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.4",NA,NA,NA
67,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
68,"yes","yes","yr2012",2012,1,0,0,10,8,6,"tech.1","tech.3","tech.1",60,130,300
69,"yes","yes","yr2012",2012,0,0,0,11,10,12,"tech.4","tech.4","tech.2",95,65,240
70,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.3",NA,NA,NA
71,"yes","no","yr2012",2012,1,0,0,8,5,11,"tech.3","tech.1","tech.2",130,40,100
72,"no","no","yr2012",2012,0,1,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
73,"no","no","yr2012",2012,1,1,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
74,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.2",NA,NA,NA
75,"yes","yes","yr2012",2012,1,0,0,13,17,13,"tech.1","tech.4","tech.1",195,110,35
76,"yes","yes","yr2012",2012,0,0,1,4,5,8,"tech.4","tech.2","tech.1",210,280,145
77,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.2",NA,NA,NA
78,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
79,"yes","no","yr2012",2012,0,0,1,4,8,9,"tech.3","tech.3","tech.3",280,340,180
80,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.3",NA,NA,NA
81,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
82,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.3",NA,NA,NA
83,"yes","yes","yr2012",2012,0,1,0,4,5,6,"tech.4","tech.4","tech.3",255,140,80
84,"yes","yes","yr2012",2012,0,0,0,9,5,8,"tech.4","tech.1","tech.1",265,345,295
85,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.1",NA,NA,NA
86,"yes","yes","yr2012",2012,0,0,0,6,6,8,"tech.4","tech.1","tech.3",250,180,115
87,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.3",NA,NA,NA
88,"yes","no","yr2012",2012,0,0,0,7,7,3,"tech.3","tech.2","tech.1",155,100,0
89,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
90,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.2",NA,NA,NA
91,"yes","yes","yr2012",2012,0,0,0,5,3,2,"tech.1","tech.1","tech.2",165,45,115
92,"yes","no","yr2012",2012,0,0,0,7,3,4,"tech.1","tech.1","tech.1",270,25,35
93,"yes","yes","yr2012",2012,0,0,1,8,7,3,"tech.3","tech.1","tech.4",285,115,325
94,"yes","yes","yr2012",2012,0,0,1,3,4,1,"tech.4","tech.3","tech.4",225,150,360
95,"yes","yes","yr2012",2012,0,0,0,7,7,6,"tech.4","tech.1","tech.2",110,95,100
96,"no","no","yr2012",2012,0,1,0,NA,NA,NA,"tech.2","tech.1","tech.3",NA,NA,NA
97,"yes","no","yr2012",2012,0,0,0,8,9,10,"tech.3","tech.1","tech.2",65,170,60
98,"yes","yes","yr2012",2012,0,0,1,6,3,4,"tech.4","tech.4","tech.1",275,95,30
99,"no","no","yr2012",2012,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.2",NA,NA,NA
100,"yes","yes","yr2012",2012,0,0,0,8,5,4,"tech.4","tech.3","tech.4",135,50,315
1,"yes","no","yr2013",2013,0,0,0,9,6,9,"tech.4","tech.4","tech.1",160,70,125
2,"no","no","yr2013",2013,0,1,1,NA,NA,NA,"tech.2","tech.1","tech.3",NA,NA,NA
3,"no","no","yr2013",2013,1,0,0,NA,NA,NA,"tech.1","tech.2","tech.1",NA,NA,NA
4,"yes","no","yr2013",2013,0,0,0,6,4,3,"tech.1","tech.3","tech.4",200,270,115
5,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
6,"yes","no","yr2013",2013,0,0,0,3,3,6,"tech.2","tech.2","tech.3",75,75,200
7,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.3",NA,NA,NA
8,"yes","yes","yr2013",2013,0,0,0,4,4,4,"tech.2","tech.2","tech.1",245,60,155
9,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
10,"yes","no","yr2013",2013,0,0,1,6,4,6,"tech.3","tech.1","tech.1",265,325,145
11,"yes","no","yr2013",2013,1,1,0,4,0,5,"tech.1","tech.1","tech.4",260,360,40
12,"yes","no","yr2013",2013,0,1,0,5,8,9,"tech.3","tech.1","tech.1",355,15,255
13,"yes","yes","yr2013",2013,0,1,1,12,6,21,"tech.4","tech.2","tech.1",315,300,120
14,"yes","yes","yr2013",2013,0,0,0,14,13,21,"tech.3","tech.2","tech.3",30,330,115
15,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.4",NA,NA,NA
16,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
17,"yes","no","yr2013",2013,0,0,0,5,6,1,"tech.2","tech.1","tech.4",175,145,360
18,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.2",NA,NA,NA
19,"yes","no","yr2013",2013,0,0,0,4,4,4,"tech.3","tech.1","tech.3",275,0,260
20,"yes","no","yr2013",2013,0,0,0,4,3,3,"tech.1","tech.1","tech.3",225,260,270
21,"yes","no","yr2013",2013,0,0,0,5,4,6,"tech.3","tech.2","tech.4",330,120,110
22,"yes","no","yr2013",2013,1,0,0,2,1,5,"tech.1","tech.1","tech.2",70,160,40
23,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
24,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.4",NA,NA,NA
25,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
26,"yes","no","yr2013",2013,0,0,0,8,6,10,"tech.2","tech.4","tech.3",190,200,105
27,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
28,"no","no","yr2013",2013,1,1,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
29,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
30,"yes","no","yr2013",2013,0,1,0,6,2,4,"tech.4","tech.1","tech.4",235,25,180
31,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.1",NA,NA,NA
32,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
33,"no","no","yr2013",2013,0,1,0,NA,NA,NA,"tech.1","tech.3","tech.4",NA,NA,NA
34,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.4",NA,NA,NA
35,"yes","no","yr2013",2013,0,0,0,4,4,4,"tech.4","tech.2","tech.3",275,95,125
36,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
37,"yes","no","yr2013",2013,0,0,0,5,3,1,"tech.2","tech.2","tech.3",10,20,335
38,"yes","no","yr2013",2013,0,0,0,1,1,3,"tech.3","tech.2","tech.2",250,255,145
39,"yes","yes","yr2013",2013,0,0,0,7,3,2,"tech.2","tech.4","tech.2",105,295,360
40,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.2",NA,NA,NA
41,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.3",NA,NA,NA
42,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
43,"no","no","yr2013",2013,0,1,1,NA,NA,NA,"tech.3","tech.2","tech.2",NA,NA,NA
44,"yes","no","yr2013",2013,0,0,0,2,6,4,"tech.4","tech.4","tech.4",340,335,275
45,"yes","no","yr2013",2013,0,0,0,3,0,1,"tech.3","tech.3","tech.1",335,300,275
46,"yes","yes","yr2013",2013,1,0,0,2,2,3,"tech.1","tech.3","tech.4",360,270,335
47,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.4",NA,NA,NA
48,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.1",NA,NA,NA
49,"yes","no","yr2013",2013,0,0,0,14,10,11,"tech.1","tech.4","tech.1",215,150,195
50,"yes","no","yr2013",2013,1,1,1,6,6,8,"tech.2","tech.4","tech.1",85,295,70
51,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.4",NA,NA,NA
52,"yes","no","yr2013",2013,0,0,0,4,3,1,"tech.4","tech.2","tech.1",80,40,345
53,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.1",NA,NA,NA
54,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.2",NA,NA,NA
55,"yes","no","yr2013",2013,0,1,0,2,4,2,"tech.2","tech.1","tech.4",330,205,125
56,"yes","no","yr2013",2013,0,0,0,2,3,2,"tech.4","tech.4","tech.2",310,230,165
57,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
58,"yes","yes","yr2013",2013,0,0,0,7,6,4,"tech.2","tech.1","tech.3",155,220,235
59,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.4",NA,NA,NA
60,"yes","no","yr2013",2013,0,0,0,8,6,6,"tech.4","tech.3","tech.3",235,90,280
61,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.1",NA,NA,NA
62,"yes","yes","yr2013",2013,0,0,0,4,9,8,"tech.1","tech.4","tech.3",285,215,175
63,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
64,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.1",NA,NA,NA
65,"yes","no","yr2013",2013,0,0,0,6,5,4,"tech.3","tech.2","tech.3",175,65,310
66,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
67,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.1",NA,NA,NA
68,"yes","yes","yr2013",2013,0,0,0,5,9,7,"tech.2","tech.2","tech.2",190,180,125
69,"yes","yes","yr2013",2013,0,0,0,7,10,4,"tech.4","tech.4","tech.4",50,160,25
70,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.3",NA,NA,NA
71,"yes","no","yr2013",2013,1,0,0,7,4,3,"tech.1","tech.2","tech.1",90,325,0
72,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
73,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
74,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
75,"yes","yes","yr2013",2013,0,1,1,16,7,12,"tech.1","tech.3","tech.3",120,285,115
76,"yes","yes","yr2013",2013,0,0,0,2,6,3,"tech.2","tech.2","tech.1",290,210,325
77,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.2",NA,NA,NA
78,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.4",NA,NA,NA
79,"yes","no","yr2013",2013,1,1,0,12,5,9,"tech.1","tech.3","tech.4",210,355,280
80,"no","no","yr2013",2013,1,0,1,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
81,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
82,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.2",NA,NA,NA
83,"yes","yes","yr2013",2013,0,0,0,3,6,2,"tech.2","tech.3","tech.1",210,220,155
84,"yes","yes","yr2013",2013,0,0,0,7,10,6,"tech.2","tech.3","tech.4",200,145,40
85,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
86,"yes","yes","yr2013",2013,0,0,0,7,6,6,"tech.3","tech.1","tech.2",255,80,335
87,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
88,"yes","no","yr2013",2013,0,0,0,3,9,8,"tech.4","tech.1","tech.1",340,115,90
89,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
90,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.3",NA,NA,NA
91,"yes","yes","yr2013",2013,0,0,0,5,4,6,"tech.4","tech.1","tech.2",35,75,240
92,"yes","no","yr2013",2013,0,0,0,5,5,4,"tech.1","tech.2","tech.1",215,95,280
93,"yes","yes","yr2013",2013,0,0,0,5,8,9,"tech.1","tech.4","tech.3",195,15,115
94,"yes","yes","yr2013",2013,0,0,0,3,0,3,"tech.1","tech.3","tech.3",15,355,35
95,"yes","yes","yr2013",2013,0,0,0,8,6,6,"tech.2","tech.3","tech.1",90,265,15
96,"no","no","yr2013",2013,0,0,1,NA,NA,NA,"tech.1","tech.4","tech.1",NA,NA,NA
97,"yes","no","yr2013",2013,1,0,1,10,8,10,"tech.1","tech.2","tech.1",310,50,180
98,"yes","yes","yr2013",2013,0,0,1,3,7,1,"tech.2","tech.3","tech.1",325,240,360
99,"no","no","yr2013",2013,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.4",NA,NA,NA
100,"yes","yes","yr2013",2013,0,0,0,6,5,7,"tech.4","tech.2","tech.4",190,60,115
1,"yes","no","yr2014",2014,0,0,0,2,5,2,"tech.4","tech.2","tech.3",315,50,310
2,"no","no","yr2014",2014,1,1,0,NA,NA,NA,"tech.1","tech.3","tech.2",NA,NA,NA
3,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.2",NA,NA,NA
4,"yes","no","yr2014",2014,0,0,0,3,4,6,"tech.3","tech.3","tech.4",210,95,165
5,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
6,"yes","no","yr2014",2014,0,0,0,6,7,2,"tech.2","tech.3","tech.1",95,155,35
7,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.1",NA,NA,NA
8,"yes","yes","yr2014",2014,1,0,0,3,4,3,"tech.1","tech.2","tech.4",180,125,190
9,"no","no","yr2014",2014,0,1,0,NA,NA,NA,"tech.1","tech.2","tech.4",NA,NA,NA
10,"yes","no","yr2014",2014,1,0,0,3,4,3,"tech.3","tech.4","tech.3",300,95,305
11,"yes","no","yr2014",2014,0,0,0,2,5,5,"tech.2","tech.1","tech.2",350,205,355
12,"yes","no","yr2014",2014,0,0,0,9,11,6,"tech.3","tech.1","tech.1",110,165,75
13,"yes","yes","yr2014",2014,0,1,0,17,11,7,"tech.1","tech.1","tech.4",70,70,355
14,"yes","yes","yr2014",2014,1,0,0,15,10,9,"tech.1","tech.4","tech.3",70,270,320
15,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.2",NA,NA,NA
16,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
17,"yes","no","yr2014",2014,0,0,0,6,2,3,"tech.4","tech.1","tech.4",135,260,155
18,"no","no","yr2014",2014,1,1,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
19,"yes","no","yr2014",2014,0,1,0,3,2,5,"tech.4","tech.3","tech.2",85,295,185
20,"yes","no","yr2014",2014,0,0,0,5,1,2,"tech.2","tech.1","tech.1",170,270,320
21,"yes","no","yr2014",2014,0,1,0,6,3,5,"tech.2","tech.3","tech.1",300,325,225
22,"yes","no","yr2014",2014,0,0,1,6,2,5,"tech.2","tech.2","tech.1",55,50,285
23,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
24,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.4",NA,NA,NA
25,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.1",NA,NA,NA
26,"yes","no","yr2014",2014,0,0,0,2,6,3,"tech.1","tech.2","tech.4",360,90,230
27,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
28,"no","no","yr2014",2014,1,0,1,NA,NA,NA,"tech.1","tech.4","tech.1",NA,NA,NA
29,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.1",NA,NA,NA
30,"yes","no","yr2014",2014,0,1,0,4,4,7,"tech.4","tech.1","tech.4",315,140,140
31,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.4","tech.3","tech.1",NA,NA,NA
32,"no","no","yr2014",2014,1,1,0,NA,NA,NA,"tech.2","tech.1","tech.4",NA,NA,NA
33,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
34,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.2",NA,NA,NA
35,"yes","no","yr2014",2014,0,0,0,7,5,3,"tech.2","tech.1","tech.4",265,40,190
36,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
37,"yes","no","yr2014",2014,0,0,0,5,1,4,"tech.2","tech.1","tech.3",270,195,115
38,"yes","no","yr2014",2014,0,0,0,1,3,1,"tech.1","tech.1","tech.2",315,300,325
39,"yes","yes","yr2014",2014,0,0,0,6,1,5,"tech.1","tech.3","tech.1",85,340,355
40,"no","no","yr2014",2014,1,1,1,NA,NA,NA,"tech.4","tech.1","tech.1",NA,NA,NA
41,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.3",NA,NA,NA
42,"no","no","yr2014",2014,0,1,1,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
43,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.4","tech.3","tech.2",NA,NA,NA
44,"yes","no","yr2014",2014,0,0,0,6,4,4,"tech.3","tech.1","tech.1",145,180,265
45,"yes","no","yr2014",2014,0,1,0,4,1,2,"tech.4","tech.1","tech.2",210,50,110
46,"yes","yes","yr2014",2014,1,0,0,5,1,2,"tech.1","tech.1","tech.3",120,0,315
47,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.2",NA,NA,NA
48,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.3",NA,NA,NA
49,"yes","no","yr2014",2014,0,0,0,10,10,8,"tech.1","tech.3","tech.4",190,80,210
50,"yes","no","yr2014",2014,1,0,0,3,6,1,"tech.2","tech.3","tech.3",0,140,340
51,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
52,"yes","no","yr2014",2014,0,0,0,4,3,1,"tech.1","tech.1","tech.1",150,135,105
53,"no","no","yr2014",2014,0,1,1,NA,NA,NA,"tech.4","tech.4","tech.1",NA,NA,NA
54,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.4","tech.3","tech.1",NA,NA,NA
55,"yes","no","yr2014",2014,1,0,1,3,2,2,"tech.1","tech.3","tech.3",115,145,260
56,"yes","no","yr2014",2014,0,0,0,2,2,1,"tech.3","tech.2","tech.4",120,150,145
57,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.2",NA,NA,NA
58,"yes","yes","yr2014",2014,0,0,0,3,6,3,"tech.2","tech.4","tech.2",235,75,30
59,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
60,"yes","no","yr2014",2014,0,1,1,3,6,5,"tech.3","tech.1","tech.3",345,70,175
61,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.2",NA,NA,NA
62,"yes","yes","yr2014",2014,0,0,1,6,6,5,"tech.3","tech.4","tech.2",5,65,170
63,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
64,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.3",NA,NA,NA
65,"yes","no","yr2014",2014,1,0,1,5,6,7,"tech.2","tech.4","tech.3",155,80,40
66,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.3","tech.3","tech.1",NA,NA,NA
67,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
68,"yes","yes","yr2014",2014,0,0,0,6,7,8,"tech.3","tech.4","tech.4",110,60,210
69,"yes","yes","yr2014",2014,0,0,0,8,5,8,"tech.3","tech.3","tech.4",205,145,175
70,"no","no","yr2014",2014,1,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
71,"yes","no","yr2014",2014,0,1,0,3,5,4,"tech.4","tech.3","tech.4",0,25,185
72,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
73,"no","no","yr2014",2014,0,1,0,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
74,"no","no","yr2014",2014,0,1,0,NA,NA,NA,"tech.4","tech.2","tech.4",NA,NA,NA
75,"yes","yes","yr2014",2014,0,0,0,15,8,14,"tech.1","tech.4","tech.2",195,215,160
76,"yes","yes","yr2014",2014,0,0,0,5,3,7,"tech.3","tech.3","tech.1",260,115,140
77,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
78,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.1",NA,NA,NA
79,"yes","no","yr2014",2014,0,0,0,7,7,6,"tech.3","tech.2","tech.2",225,240,265
80,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
81,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
82,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.1",NA,NA,NA
83,"yes","yes","yr2014",2014,0,0,0,2,3,4,"tech.4","tech.3","tech.1",300,45,170
84,"yes","yes","yr2014",2014,0,0,0,3,4,7,"tech.4","tech.4","tech.3",140,5,185
85,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.3",NA,NA,NA
86,"yes","yes","yr2014",2014,0,0,0,6,5,5,"tech.4","tech.4","tech.3",175,315,225
87,"no","no","yr2014",2014,0,1,0,NA,NA,NA,"tech.1","tech.3","tech.3",NA,NA,NA
88,"yes","no","yr2014",2014,0,0,0,3,4,4,"tech.2","tech.4","tech.3",105,145,210
89,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.3",NA,NA,NA
